id,product_model,product_name,maker,general_name,keyword,category,category2,sub_categoryOne,sub_categoryTwo,country_of_origin,link,short_description,spec,weight,size_one,price,shipping,stock,imgURL1,imgURL2,imgURL3
10563,EA536DF-175R,"175mm Powerful Electric Nippers (Round, Mirror Finish)",Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",200,1,2272,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DF-175R/EA536DF-175R_IMG_WEB_OUT(01).jpg,,
10564,EA536DF-175S,"175mm Electrical Nippers (Straight, Mirror Finish)",Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",200,1,2163.2,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DF-175S/EA536DF-175S_IMG_WEB_OUT(01).jpg,,
10565,EA536DF-20,200mm thin blade nippers,Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",352,1,2816,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DF-20/EA536DF-20_IMG_WEB_OUT(01).jpg,,
10566,EA536DG-150,150mm plastic nippers,Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",119,1,3020.8,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DG-150/EA536DG-150_IMG_WEB_OUT(01).jpg,,
10567,EA536DH-150,150mm plastic nippers,Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",146,1,2272,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DH-150/EA536DH-150_IMG_WEB_OUT(01).jpg,,
10568,EA536DJ-125,125mm diagonal nipper with hole (round blade),Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",118,1,2022.4,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DJ-125/EA536DJ-125_IMG_WEB_OUT(01).jpg,,
10569,EA536DJ-150,150mm diagonal nipper with hole (round blade),Fujiya,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",148,1,2080,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536DJ-150/EA536DJ-150_IMG_WEB_OUT(01).jpg,,
10570,EA536FB-150,160mm electrical nippers,"Fujiya Co., Ltd. [Hanazono Tool]",-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",173,1,1510.4,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536FB-150/EA536FB-150_IMG_WEB_OUT(01).jpg,,
10571,EA536GA-175,175mm Powerful electrical nippers (flat blades with spring),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",234,1,2681.6,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GA-175/EA536GA-175_IMG_WEB_OUT(01).jpg,,
10572,EA536GB-20,"200mm thin blade nippers (standard blade, with spring)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",328,1,2739.2,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GB-20/EA536GB-20_IMG_WEB_OUT(01).jpg,,
10573,EA536GB-200,"200mm thin blade nippers (flat blade, with spring)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",334,1,2681.6,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GB-200/EA536GB-200_IMG_WEB_OUT(01).jpg,,
10574,EA536GD-150,150mm Powerful Electric Nippers (Gunmetal Structure),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",214,1,1996.8,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GD-150/EA536GD-150_IMG_WEB_OUT(01).jpg,,
10575,EA536GE-150,150mm electric nipper (gun metal structure),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",196,1,1849.6,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GE-150/EA536GE-150_IMG_WEB_OUT(01).jpg,,
10576,EA536GE-175,175mm electric nipper (gun metal structure),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",260,1,2137.6,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GE-175/EA536GE-175_IMG_WEB_OUT(01).jpg,,
10577,EA536GF-125,125mm electrical nippers,[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",132,1,1344,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GF-125/EA536GF-125_IMG_WEB_OUT(01).jpg,,
10578,EA536GG-125,125mm electric nipper (with spring),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",130,1,1408,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GG-125/EA536GG-125_IMG_WEB_OUT(01).jpg,,
10579,EA536GH-150,"150mm electric nipper (gun metal structure, phosphorescent handle)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",208,1,1996.8,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536GH-150/EA536GH-150_IMG_WEB_OUT(01).jpg,,
10580,EA536H-12,"125mm nipper (for plastic, straight blade)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",98,1,1792,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536H-12/EA536H-12_IMG_WEB_OUT(01).jpg,,
10581,EA536H-15,"150mm nipper (for plastic, straight blade)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",150,1,1875.2,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536H-15/EA536H-15_IMG_WEB_OUT(01).jpg,,
10582,EA536HA-11,"125mm nipper (for plastic, round blade)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",96,1,1862.4,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536HA-11/EA536HA-11_IMG_WEB_OUT(01).jpg,,
10583,EA536HA-12,"150mm nipper (for plastic, round blade)",[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",162,1,1971.2,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536HA-12/EA536HA-12_IMG_WEB_OUT(01).jpg,,
10584,EA536HA-140,140mm nippers (for plastic),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",120,1,1862.4,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536HA-140/EA536HA-140_IMG_WEB_OUT(01).jpg,,
10585,EA536HA-160,160mm nippers (for plastic),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",148,1,1920,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536HA-160/EA536HA-160_IMG_WEB_OUT(01).jpg,,
10586,EA536HB-1,150mm nippers (for plastic),[Corporation] Marte Hasegawa Works,-,,"Electrical work tools, insulated tools, construction site work lights","Pench ,  Radio Pench ,  Player ,  Nipper",-,-,-,-,"<p><em>It has been a prevalent notion. Fallen sparks. Fragments of vessels broken at the Creation. And someday, somehow, before the end, a gathering back to home. A messenger from the Kingdom, arriving at the last moment. But I tell you there is no such message, no such home -- only the millions of last moments . . . nothing more. Our history is an aggregate of last moments.</em></p>","<p>The Snow Man</p> <p>One must have a mind of winter<br /> To regard the frost and the boughs<br /> Of the pine-trees crusted with snow;</p> <p>And have been cold a long time<br /> To behold the junipers shagged with ice,<br /> The spruces rough in the distant glitter</p> <p>Of the January sun; and not to think<br /> Of any misery in the sound of the wind,<br /> In the sound of a few leaves,</p> <p>Which is the sound of the land<br /> Full of the same wind<br /> That is blowing in the same bare place</p> <p>For the listener, who listens in the snow,<br /> And, nothing himself, beholds<br /> Nothing that is not there and the nothing that is.</p>",162,1,2329.6,2440,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA536/EA536HB-1/EA536HB-1_IMG_WEB_OUT(01).jpg,,
